"Url_suurEelnou"	"Url_koosolekuProtokoll"	"Id_custom"	"Tyyp_custom"	"Asutuse_nimetus"	"Organi_nimetus"	"Reg_nr"	"Sarja_indeks"	"Teema"	"Kuupaev"	"Kellaaeg"	"Toimumise_koht"	"Juhataja"	"Protokollija"	"Koosolekul_osalesid"	"Puudusid"	"Kutsutud"	"Seisund" 
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB811B37729C37243C2257FCE001F1846?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEB32BCE58E9D8550C2257FC6003629B6?OpenDocument"	"30"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"28"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni e-koosolek"	"03.06.2016"	"00:00"	"Elektrooniline koosolek (seisukoha saatmise tähtaeg 03.06.2016 kl 11:00)"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Ilme-Tiiu Tinni, Harri Jallajas, Olev Raju, Jüri Kõre, Roman Mugur, Alo Pettai, Karl Kull, Tõnis Lukas, Triin Anette Kaasik, Mati Tolmoff, Lembit Kalev, Riina Kallas, Arno Arukask"	"Kalle Pilt"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB811B37729C37243C2257FCE001F1846?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBD494AFE09F476B5C2257FC70037657A?OpenDocument"	"30"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"31"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"03.06.2016"	"09:00 - 10:30"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Veljo Ipits, Mihkel Liiber, Väino Kull, Olev Raju, Peeter Laurson, Jaak Nigul, Tõnu Ints, Igor Abarenkov, Marvi Kibe, Jüri Kõre, Taavi Toomere, elektrooniliselt Mihkel Lees, linnavolikogu esimees Vladimir Šokman"	"Priit Tannik, Oleg Bulkin, Heljo Pikhof, Aivar Riisalu"	"abilinnapea Jarno Laur, linnasekretär Jüri Mölder, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G20EAC8178449C0C6C2257FCE001F0F7E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G29CDF0A6692A7DE7C2257FC500392B9E?OpenDocument"	"31"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"32"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Hariduskomisjoni koosolek"	"01.06.2016"	"15:00 - 16:20"	"Tartu, raekoda"	"Toomas Jürgenstein"	"Ülle Saar"	"Toomas Jürgenstein, Vladimir Šokman, Tiiu Laan, Ragnar Kekkonen, Arvo Lehemets, Evert Rööpson, Margot Fjuk, Peeter Tulviste, Helmer Jõgi; elektrooniliselt Ene Ergma, Piret Uluots, Toomas Mälksoo, Mihkel Lees"	"Jelena Frunze, Märt Põder"	"abilinnapea Tiia Teppan, abilinnapea Jarno Laur, haridusosakonna juhataja Riho Raave, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G20EAC8178449C0C6C2257FCE001F0F7E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEB32BCE58E9D8550C2257FC6003629B6?OpenDocument"	"31"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"28"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni e-koosolek"	"03.06.2016"	"00:00"	"Elektrooniline koosolek (seisukoha saatmise tähtaeg 03.06.2016 kl 11:00)"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Ilme-Tiiu Tinni, Harri Jallajas, Olev Raju, Jüri Kõre, Roman Mugur, Alo Pettai, Karl Kull, Tõnis Lukas, Triin Anette Kaasik, Mati Tolmoff, Lembit Kalev, Riina Kallas, Arno Arukask"	"Kalle Pilt"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G20EAC8178449C0C6C2257FCE001F0F7E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBD494AFE09F476B5C2257FC70037657A?OpenDocument"	"31"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"31"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"03.06.2016"	"09:00 - 10:30"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Veljo Ipits, Mihkel Liiber, Väino Kull, Olev Raju, Peeter Laurson, Jaak Nigul, Tõnu Ints, Igor Abarenkov, Marvi Kibe, Jüri Kõre, Taavi Toomere, elektrooniliselt Mihkel Lees, linnavolikogu esimees Vladimir Šokman"	"Priit Tannik, Oleg Bulkin, Heljo Pikhof, Aivar Riisalu"	"abilinnapea Jarno Laur, linnasekretär Jüri Mölder, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5232DB4DC54B4D85C2257FCE001F076D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G29CDF0A6692A7DE7C2257FC500392B9E?OpenDocument"	"32"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"32"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Hariduskomisjoni koosolek"	"01.06.2016"	"15:00 - 16:20"	"Tartu, raekoda"	"Toomas Jürgenstein"	"Ülle Saar"	"Toomas Jürgenstein, Vladimir Šokman, Tiiu Laan, Ragnar Kekkonen, Arvo Lehemets, Evert Rööpson, Margot Fjuk, Peeter Tulviste, Helmer Jõgi; elektrooniliselt Ene Ergma, Piret Uluots, Toomas Mälksoo, Mihkel Lees"	"Jelena Frunze, Märt Põder"	"abilinnapea Tiia Teppan, abilinnapea Jarno Laur, haridusosakonna juhataja Riho Raave, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5232DB4DC54B4D85C2257FCE001F076D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBD494AFE09F476B5C2257FC70037657A?OpenDocument"	"32"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"31"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"03.06.2016"	"09:00 - 10:30"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Veljo Ipits, Mihkel Liiber, Väino Kull, Olev Raju, Peeter Laurson, Jaak Nigul, Tõnu Ints, Igor Abarenkov, Marvi Kibe, Jüri Kõre, Taavi Toomere, elektrooniliselt Mihkel Lees, linnavolikogu esimees Vladimir Šokman"	"Priit Tannik, Oleg Bulkin, Heljo Pikhof, Aivar Riisalu"	"abilinnapea Jarno Laur, linnasekretär Jüri Mölder, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G489321FB6344C154C2257FCE001EFEC7?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBD494AFE09F476B5C2257FC70037657A?OpenDocument"	"33"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"31"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"03.06.2016"	"09:00 - 10:30"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Veljo Ipits, Mihkel Liiber, Väino Kull, Olev Raju, Peeter Laurson, Jaak Nigul, Tõnu Ints, Igor Abarenkov, Marvi Kibe, Jüri Kõre, Taavi Toomere, elektrooniliselt Mihkel Lees, linnavolikogu esimees Vladimir Šokman"	"Priit Tannik, Oleg Bulkin, Heljo Pikhof, Aivar Riisalu"	"abilinnapea Jarno Laur, linnasekretär Jüri Mölder, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G21E21C46793632D6C2257FCE001E8C4D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9D4AB82A544AA5F9C2257FB2002DDD9C?OpenDocument"	"34"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"41"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"01.06.2016"	"17:00 - 18:00"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Verni Loodmaa, Paul Post, Udo Viilukas, Jüri-Ott Salm; elektrooniliselt Tarmo Punger, Triin Lukk, Toomas Kapp"	"Triin Anette Kaasik, Veljo Ipits, Toivo Maimets, Kadri Leetmaa"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4F01617F268736FAC2257FCE001E83FF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9D4AB82A544AA5F9C2257FB2002DDD9C?OpenDocument"	"35"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"41"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"01.06.2016"	"17:00 - 18:00"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Verni Loodmaa, Paul Post, Udo Viilukas, Jüri-Ott Salm; elektrooniliselt Tarmo Punger, Triin Lukk, Toomas Kapp"	"Triin Anette Kaasik, Veljo Ipits, Toivo Maimets, Kadri Leetmaa"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC07FD3D33588848DC2257FB2001EF826?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAD06E143164A8C1EC2257FA900372783?OpenDocument"	"37"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"27"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"05.05.2016"	"17:00 - 17:20"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Harri Jallajas, Riina Kallas, Olev Raju, Jüri Kõre, Roman Mugur; elektrooniliselt Arno Arukask, Kalle Pilt, Alo Pettai, Karl Kull"	"Triin Anette Kaasik, Tõnis Lukas"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G32E83CCA21FAE4C0C2257FB2001EEE43?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAD06E143164A8C1EC2257FA900372783?OpenDocument"	"38"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"27"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"05.05.2016"	"17:00 - 17:20"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Harri Jallajas, Riina Kallas, Olev Raju, Jüri Kõre, Roman Mugur; elektrooniliselt Arno Arukask, Kalle Pilt, Alo Pettai, Karl Kull"	"Triin Anette Kaasik, Tõnis Lukas"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G87FD7B68AB51DA2AC2257FB2001EE4D9?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAD06E143164A8C1EC2257FA900372783?OpenDocument"	"39"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"27"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"05.05.2016"	"17:00 - 17:20"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Harri Jallajas, Riina Kallas, Olev Raju, Jüri Kõre, Roman Mugur; elektrooniliselt Arno Arukask, Kalle Pilt, Alo Pettai, Karl Kull"	"Triin Anette Kaasik, Tõnis Lukas"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB1EFDDD0CBB3AD97C2257FB2001EDA93?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAD06E143164A8C1EC2257FA900372783?OpenDocument"	"40"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"27"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"05.05.2016"	"17:00 - 17:20"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Harri Jallajas, Riina Kallas, Olev Raju, Jüri Kõre, Roman Mugur; elektrooniliselt Arno Arukask, Kalle Pilt, Alo Pettai, Karl Kull"	"Triin Anette Kaasik, Tõnis Lukas"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC8BD7007E38546FC2257FB2001ECFE5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAD06E143164A8C1EC2257FA900372783?OpenDocument"	"41"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"27"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"05.05.2016"	"17:00 - 17:20"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Harri Jallajas, Riina Kallas, Olev Raju, Jüri Kõre, Roman Mugur; elektrooniliselt Arno Arukask, Kalle Pilt, Alo Pettai, Karl Kull"	"Triin Anette Kaasik, Tõnis Lukas"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G39F1BD707A0A998CC2257FB2001EBD97?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6332AB7F6A6FF89DC2257FA90036D8FC?OpenDocument"	"42"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"32"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"04.05.2016"	"15:00 - 16:50"	"Tartu, raekoda"	"Toomas Kapp"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Raimond Tamm, Toomas Kapp, Argo Annuk, Verni Loodmaa, Riina Kallas, Martin Bek; elektrooniliselt Kadri Leetmaa, Jaan Sõrra, Auli Solo, Peeter Järve, Karl Kull"	""	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja asetäitja Andres Pool"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G39F1BD707A0A998CC2257FB2001EBD97?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2CB37A14F1A463DC2257F96002CC794?OpenDocument"	"42"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"40"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.05.2016"	"17:00 - 17:35"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Paul Post, Toivo Maimets; elektrooniliselt Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Triin Anette Kaasik, Tarmo Punger"	"Triin Lukk"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GACDDA5370EA8C048C2257FB2001EB401?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G82A868A25DD79C93C2257FAB00236C7B?OpenDocument"	"43"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"06.05.2016"	"09:00 - 09:20"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Veljo Ipits, Priit Tannik, Väino Kull, Olev Raju, Oleg Bulkin, Peeter Laurson, Jaak Nigul, Tõnu Ints, Igor Abarenkov, Marvi Kibe, Taavi Toomere, elektrooniliselt Mihkel Lees, Jüri Kõre"	"Mihkel Liiber, Heljo Pikhof"	"abilinnapea Kajar Lember"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GACDDA5370EA8C048C2257FB2001EB401?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6332AB7F6A6FF89DC2257FA90036D8FC?OpenDocument"	"43"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"32"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"04.05.2016"	"15:00 - 16:50"	"Tartu, raekoda"	"Toomas Kapp"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Raimond Tamm, Toomas Kapp, Argo Annuk, Verni Loodmaa, Riina Kallas, Martin Bek; elektrooniliselt Kadri Leetmaa, Jaan Sõrra, Auli Solo, Peeter Järve, Karl Kull"	""	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja asetäitja Andres Pool"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G20802C0BDD915F93C2257FB2001EA924?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2CB37A14F1A463DC2257F96002CC794?OpenDocument"	"44"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"40"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.05.2016"	"17:00 - 17:35"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Paul Post, Toivo Maimets; elektrooniliselt Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Triin Anette Kaasik, Tarmo Punger"	"Triin Lukk"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF5F97C32D631C6EFC2257FB2001EA156?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2CB37A14F1A463DC2257F96002CC794?OpenDocument"	"45"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"40"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.05.2016"	"17:00 - 17:35"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Paul Post, Toivo Maimets; elektrooniliselt Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Triin Anette Kaasik, Tarmo Punger"	"Triin Lukk"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0F1C6A4C43075989C2257FB2001E998E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2CB37A14F1A463DC2257F96002CC794?OpenDocument"	"46"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"40"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.05.2016"	"17:00 - 17:35"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Paul Post, Toivo Maimets; elektrooniliselt Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Triin Anette Kaasik, Tarmo Punger"	"Triin Lukk"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3B34308D25C5F994C2257FB2001E910E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2CB37A14F1A463DC2257F96002CC794?OpenDocument"	"47"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"40"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.05.2016"	"17:00 - 17:35"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Paul Post, Toivo Maimets; elektrooniliselt Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Triin Anette Kaasik, Tarmo Punger"	"Triin Lukk"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEAD919DC3D1EE426C2257FB2001E86FF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2CB37A14F1A463DC2257F96002CC794?OpenDocument"	"48"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"40"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.05.2016"	"17:00 - 17:35"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Paul Post, Toivo Maimets; elektrooniliselt Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Triin Anette Kaasik, Tarmo Punger"	"Triin Lukk"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7AB7D4FA1294B637C2257F96001BF523?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFEDFF2605E9815D6C2257F8C003A8628?OpenDocument"	"49"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"38"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"06.04.2016"	"17:00 - 19:40"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Elmut Paavel, Jelena Frunze, Raimond Tamm, Toomas Kapp, Veljo Ipits, Verni Loodmaa, Kadri Leetmaa, Udo Viilukas, Jüri-Ott Salm, Paul Post, Triin Lukk; elektrooniliselt Triin Anette Kaasik, Toivo Maimets"	"Tarmo Punger"	"abilinnapea Kajar Lember, abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnasekretär Jüri Mölder"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7AB7D4FA1294B637C2257F96001BF523?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC7A8B66A3C47F8CC2257F8C003C0B2F?OpenDocument"	"49"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"26"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"07.04.2016"	"17:00 - 18:30"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Harri Jallajas, Arno Arukask, Tõnis Lukas, Riina Kallas, Kalle Pilt, Alo Pettai, Olev Raju, Jüri Kõre, Roman Mugur; elektrooniliselt Karl Kull, Triin Anette Kaasik"	""	"abilinnapea Kajar Lember, abilinnapea Jarno Laur, abilinnapea Tiia Teppan, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku"	"Allkirjastatud"
